Hotel,Brand,Destination,Current Category,Current Standard Price,New Category,New Standard Price
W Washington D.C.,W Hotels,USA,7,60000,6,50000
W Xi'an,W Hotels,China,4,25000,5,35000
"Wailea Beach Resort - Marriott, Maui",Marriott,USA,6,50000,7,60000
Warner Center Marriott Woodland Hills,Marriott,USA,5,35000,4,25000
"Waterline Marina Resort & Beach Club, Autograph Collection",Autograph Collection,USA,6,50000,7,60000
Weligama Bay Marriott Resort & Spa,Marriott,Sri Lanka,3,17500,4,25000
"Wentworth by the Sea, A Marriott Hotel & Spa",Marriott,USA,6,50000,7,60000
West Des Moines Marriott,Marriott,USA,4,25000,3,17500
Xiamen Marriott Hotel & Conference Centre,Marriott,China,2,12500,3,17500
Xiangshui Bay Marriott Resort & Spa,Marriott,China,3,17500,2,12500
Yogyakarta Marriott Hotel,Marriott,Indonesia,2,12500,3,17500
Zhejiang Taizhou Marriott Hotel,Marriott,China,2,12500,1,7500
Zhuzhou Marriott Hotel,Marriott,China,2,12500,1,7500
